"id";"NIT";"pyme";"ind-sep";"nombre";"CIIU";"constitucion";"estado";"direccionjud";"deptojud";"ciudadjud";"direccion";"depto";"ciudad";"pais";"telefono";"celular";"email";"matricula";"dommatriz";"paismatriz";"revisor";"conceptorev"
17570;"900110012";1;1;"Morarci Group SAS";"4530";"02/10/2006";"ACTIVA";"KRA 43 62 24";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"KRA 43 62 24";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3091581";"3132258422";"xilenia.mendoza@morarci.com";"421680";"";"";"Si";"03. LIMPIO"
17571;"860524186";1;1;"""ORTIZ ORTIDUSSAN Y CIA SCA "" ";"0150";"17/01/1985";"ACTIVA";"""CR 14 85 68 OF 302 "" ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"""CR 14 85 68 OF 302 "" ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6181200";"3132718004";"MONI7686@HOTMAIL.COM";"1976631";"";"";"Si";"03. LIMPIO"
17572;"900246263";1;1;"INVERSIONES GUESGUAN Y MALDONADO SAS";"5511";"26/09/2008";"ACTIVA";"CR 26 18 63";"SANTANDER";"BUCARAMANGA-SANTANDER";"CR 26 18 63";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6458420";"3153400966";"hicasuabarichara@gmail.com";"05-157568-16";"";"";"No";""
17573;"890917829";1;1;"INVERSIONES GÓMEZ VÁSQUEZ S.A.S";"7010";"29/12/1976";"ACTIVA";" Calle 5 SUR 32 311 INT 301";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";" Calle 5 SUR 32 311 INT 301";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3524520";"3127795588";"LEONARDOG@UNE.NET.CO";"21-031159-12";"";"";"Si";"03. LIMPIO"
17574;"802002678";1;1;"PALACIO OFICINA DE CONTRUCCIONES SA";"4112";"26/05/1996";"ACUERDO DE REORGANIZACION";"CALLE 84 # 42C 341";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CALLE 84 # 42C 341";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3853370";"3205849856";"contactenos@palacio.com.co";"215695";"";"";"Si";""
17575;"800092840";1;1;"PROURBANOS CIMA Y CIA S  EN C ";"4290";"05/02/1990";"ACTIVA";"CR 37 57 A 40 ";"BOGOTA D.C.";"TEUSAQUILLO-BOGOTA D.C.";"CR 37 57 A 40 ";"BOGOTA D.C.";"TEUSAQUILLO-BOGOTA D.C.";"Colombia";"2226540";"3158027268";"gestiondenegocios@prourbanos.com";"403509";"";"";"Si";""
17576;"900240726";1;1;"ZHONG MEDINA MARIÑO Y CIA SCS";"4774";"01/09/2008";"ACTIVA";"CR 20 102 30 AP 101";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 20 102 30 AP 101";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6212112";"3102920202";"zhong.pasto@gmail.com";"N0818914";"";"";"Si";"03. LIMPIO"
17577;"900462116";1;1;"PINARES DEL RIO SAS";"4111";"24/08/2011";"ACTIVA";"CL 13 13 71 OF 204 EDF LAS ARAUCARIAS";"RISARALDA";"SANTA-ROSA-DE-CABAL-RISARALDA";"CL 13 13 71 OF 204 EDF LAS ARAUCARIAS";"RISARALDA";"SANTA-ROSA-DE-CABAL-RISARALDA";"Colombia";"3658495";"3108310474";"pinaresdelrio@hotmail.com";"30539";"";"";"Si";"03. LIMPIO"
17578;"900255772";1;1;"GUANE CONSTRUCCIONES SA";"4111";"05/12/2008";"ACTIVA";"CLL 42 27A 78 APTO 401";"SANTANDER";"BUCARAMANGA-SANTANDER";"CLL 42 27Q 78 APTO 401";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6458171";"3153717198";"guaneconstructora@hotmail.com";"05-159829-04";"";"";"Si";"03. LIMPIO"
17579;"800095454";1;1;"AEROESTRUCTURAS DE COLOMBIA AS";"3315";"22/05/1990";"ACTIVA";"TRANS 112 B BIS A 65A 19";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"TRANVS 112B BIS 65A 19";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"9093997";"3136712900";"DA_GMAR@hotmail.com";"410002";"";"";"No";""
17580;"900314739";1;1;"TENDENCIAS FUTURISTAS SAS";"4771";"28/09/2009";"ACTIVA";"CRA 2 NO 35-36";"CORDOBA";"MONTERIA-CORDOBA";"CRA 2 NO 35-36";"CORDOBA";"MONTERIA-CORDOBA";"Colombia";"7815585";"3106503381";"LAMEDIANARANJA2010@HOTMAIL.ES";"102858";"";"";"Si";""
17581;"900673103";1;1;"DISEÑOS MILANELO SAS";"4771";"15/08/2013";"ACTIVA";"CRA 97 # 24 C 23 BODEGA 7";"BOGOTA D.C.";"FONTIBON-BOGOTA D.C.";"CRA 97 # 24 C 23 BODEGA 7";"BOGOTA D.C.";"FONTIBON-BOGOTA D.C.";"Colombia";"8058322";"3208802695";"contabilidad@milanelo.com";"2379962";"";"";"Si";"03. LIMPIO"
17582;"813002887";1;1;"INGESUELOS DE COLOMBIA LTDA.";"7110";"16/04/1998";"ACTIVA";"CR 5  11 08 OF 400 ED EL SOL";"HUILA";"NEIVA-HUILA";"CR 5  11 08 OF 400 ED EL SOL";"HUILA";"NEIVA-HUILA";"Colombia";"8712808";"3114911945";"gerencia@ingesuelosdecolombia.co";"88597";"";"";"Si";"03. LIMPIO"
17583;"830114440";1;1;"PROYECTOS CIVILES SYM LTDA";"4290";"21/01/2003";"ACTIVA";"AV. SUBA (CRA 60) No. 106 - 28 Oficina 407";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AV. SUBA (CRA. 60) No. 106 - 28 oficina 407";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6423620";"3118991504";"contacto@civilessym.com";"1238579";"";"";"Si";"03. LIMPIO"
17584;"900297493";1;1;"COMERCIALIZADORA DISTRITOTDO DEL CARIBE SAS";"4711";"13/06/2009";"ACTIVA";"AV. BOYACA EDIFICIO HERRERA LOCAL 3";"SAN ANDRES Y PROVIDENCIA";"SAN-ANDRES-SAN ANDRES Y PROVIDENCIA";"AV. BOYACA EDIFICO HERRERA LOCAL 3";"SAN ANDRES Y PROVIDENCIA";"SAN-ANDRES-SAN ANDRES Y PROVIDENCIA";"Colombia";"5123098";"3164958146";"contabilidad@todocaribe.com";"30732";"";"";"Si";"03. LIMPIO"
17585;"900342045";1;1;"AGRONATUREX JS LTDA";"1090";"23/02/2010";"ACTIVA";"CR 38 a 25 a 59 CASA 63 CONJUNTO LA PERA";"SANTANDER";"FLORIDABLANCA-SANTANDER";"CR 38 A 25 A 59  CASA 63 CONJUNTO LA PERA ";"SANTANDER";"FLORIDABLANCA-SANTANDER";"Colombia";"6398080";"3187584276";"contable@jsservipetrol.com";"518215303";"";"";"Si";"03. LIMPIO"
17586;"900277726";1;1;"AIC CONSTRUCCIONES E INGENIERIA SAS";"4290";"14/04/2009";"ACTIVA";"AVENIDA EL RIO No. 29-85";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"AVENIDA EL RIO No. 29-85";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"Colombia";"4336636";"3187387927";"fernandoarrietac@grupoarcas.com";"116956";"";"";"Si";""
17587;"811028445";1;1;"REPRESENTACIONES Y DISTRIBUCIONES HOSPITALARIAS S.A.S.";"4645";"29/05/2001";"ACTIVA";"CR 49  61 SUR 540 BG 133";"ANTIOQUIA";"SABANETA-ANTIOQUIA";"CR 49  61 SUR 540 BG 133";"ANTIOQUIA";"SABANETA-ANTIOQUIA";"Colombia";"4488897";"3005074545";"contabilidad@redihos.com.co";"145278";"";"";"Si";""
17588;"900326452";1;1;"CARNES SANTACRUS SAS";"4723";"24/11/2009";"ACTIVA";"CALLE 4 No. 2 21";"ATLANTICO";"MALAMBO-ATLANTICO";"CALLE 4 No. 2 21";"ATLANTICO";"MALAMBO-ATLANTICO";"Colombia";"3765311";"3106109371";"contador@carnessantacruz.co";"490505";"";"";"Si";"03. LIMPIO"
17589;"830071701";1;1;"MACROSEARCH SAS ";"4659";"24/05/2000";"ACTIVA";"Calle 103 No.45A-29";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Calle 103 No.45A-29";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"3003154";"3204715630";"CONTABILIDAD@MACROSEARCH.COM.CO";"1016548";"";"";"Si";"03. LIMPIO"
17590;"900115603";1;1;"GLORIA DE GOMEZ Y CIA SOCIEDAD EN COMANDITA";"6810";"30/10/2016";"ACTIVA";"CR 1 ESTE 78 06 APTO 302";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"CR 1 ESTE 78 06 APTO 302";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"Colombia";"4760156";"3153312396";"glogomez24@hotmail.com";"1648726";"";"";"No";""
17591;"860351806";1;1;"CAFE Y CREPES LTDA";"5611";"24/04/1984";"ACTIVA";"CR 16 82 17";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 16 82 17";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2362688";"3204006561";"CAFEYCREPES@HOTMAIL.COM";"210363";"";"";"Si";"03. LIMPIO"
17592;"900199025";1;1;"PRODUCCION DE EVENTOS 911 SAS";"8230";"05/02/2008";"ACTIVA";"CALLE 108 8 21";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CALLE 108 8 21";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"Colombia";"4324075";"3175031201";"IINFO@LOGISTICA911.COM";"1770890";"";"";"Si";"03. LIMPIO"
17593;"800173886";1;1;"CUSTODIAR SAS";"0141";"22/03/2019";"ACTIVA";"CIRCULAR 4 # 66 B 24";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CIRCULAR 4 # 66 B 24";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4449442";"3128770855";"contabilidad@custodiar-sa.com";"21-218655-12";"";"";"Si";"03. LIMPIO"
17594;"830112988";1;1;"USA POSTAL S.A";"4923";"28/10/2002";"ACTIVA";"CRA 28 BIS 53 A 58";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 28 BIS 53 A 58";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2555555";"3107922847";"gerencia@usapostal.com.co";"1233213";"";"";"Si";""
17595;"900293296";1;1;"COMERCIALIZADORA SOLUCIONES AL INSTANTE SAI SAS";"4649";"09/06/2009";"ACTIVA";"CARRERA 36 25A 59";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CARRERA 36 25A 59";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7462986";"3153142163";"jefecontabilidad@comercializadorasai.com";"1903553";"";"";"Si";"03. LIMPIO"
17596;"900580083";1;1;"INVERSIONES DL Y JT SAS";"6810";"18/12/2012";"ACTIVA";"CR 8 20 67 OFC 405";"RISARALDA";"PEREIRA-RISARALDA";"CR 8 20 67 OFC 405";"RISARALDA";"PEREIRA-RISARALDA";"Colombia";"3228410";"3155328814";"angelica@cyprisaralda.com";"18101328";"";"";"Si";"03. LIMPIO"
17597;"830072417";1;1;"DISTRIBUIDORA Y COMERCIALIZADORA DIZAR LTDA";"4659";"08/06/2000";"ACTIVA";"AV CRA 70 105 33";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AV CRA 70 105 33";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4661952";"3105724386";"INFO@DIZAR.NET";"1019994";"";"";"Si";"03. LIMPIO"
17598;"830124332";1;1;"ARQUITECTURA Y URBANISMO CONSTRUCCIONES SAS";"4111";"21/07/2003";"ACTIVA";"CALLE 128 7 A 14";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"CALLE 128 7 A 14";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"Colombia";"6330429";"3002006494";"INFO@AYUCONSTRUCCIONES.COM";"1291328";"";"";"Si";""
17599;"901171621";1;1;"GRUPO EL VENADO SAS";"4731";"14/03/2018";"ACTIVA";"CL 11 8 26";"CASANARE";"VILLANUEVA-CASANARE";"CL 11 8 26";"CASANARE";"VILLANUEVA-CASANARE";"Colombia";"6242309";"3112102770";"GERENCIA@EDSELVENADO.COM";"134315";"";"";"Si";"03. LIMPIO"
17600;"800090867";1;1;"SALAZAR PARDO Y JARAMILLO S A";"9609";"08/11/1989";"ACTIVA";"CL 54A 5 19";"BOGOTA D.C.";"CHAPINERO-BOGOTA D.C.";"CL 54A 5 19";"BOGOTA D.C.";"CHAPINERO-BOGOTA D.C.";"Colombia";"3104877";"3134674918";"erp@spjlaw.com";"NO818811";"";"";"Si";"03. LIMPIO"
17601;"830131362";1;1;"INVERSIONES ACOFOR SAS";"4659";"05/11/2003";"ACTIVA";"CRA 106 15 A 25 MZ 24 INT 141 OF 412";"BOGOTA D.C.";"FONTIBON-BOGOTA D.C.";"CRA 106 15 A 25 MZ 24 INT 141 OF 412";"BOGOTA D.C.";"FONTIBON-BOGOTA D.C.";"Colombia";"4853005";"3168320277";"administracion@acofor.com";"1325530";"";"";"Si";"03. LIMPIO"
17602;"900192754";1;1;"FERRETERIA FERROPUNTO SAS";"4752";"08/01/2008";"ACTIVA";"CR 10  12  19";"VALLE";"JAMUNDI-VALLE";"CR  10  12  19";"VALLE";"JAMUNDI-VALLE";"Colombia";"5166547";"3184096128";"ferro-punto@hotmail.com";"728013-16";"";"";"Si";"03. LIMPIO"
17603;"800184181";1;1;"TECNOLOGIA EN INGENIERIA SAS INTELCOL SAS";"4290";"18/01/1993";"ACTIVA";"CL 57B 45 76";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 57B 45 76";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2226564";"3107687833";"contabilidad@intelcol.com";"529216";"";"";"Si";"03. LIMPIO"
17604;"900156197";1;1;"CONSTRUCTORA ESPARTA SAS";"4290";"14/02/2007";"ACTIVA";"CR 7 156 10 OFC 2401";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 7 156 10 OFC 2401";"BOGOTA D.C.";"SAN-CRISTOBAL-BOGOTA D.C.";"Colombia";"7433302";"3212158570";"osaca123@hotmail.com";"2308718";"";"";"Si";"02. CON SALVEDAD"
17605;"900120841";1;1;"GASENERGY SAS";"0910";"23/10/2006";"ACTIVA";"CARRERA 31 NO 51-74 OF 1210";"SANTANDER";"BUCARAMANGA-SANTANDER";"CARRERA 31 NO 51-74 OF 1210";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6431992";"3156290036";"contabilidad@ite.com.co";"05-136745-16";"";"";"Si";"03. LIMPIO"
17606;"804014955";1;1;"INSTALACIONES ELECTRICAS RUIZ LTDA ";"4663";"28/02/2003";"ACTIVA";"CALLE 22 No 24 41";"SANTANDER";"BUCARAMANGA-SANTANDER";"CALLE 22 No 24 41";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6458616";"3162296387";"electricasruiz@yhoo.es";"05-101887-03";"";"";"Si";"03. LIMPIO"
17607;"900415448";1;1;"CANELOS REGALOS Y TARJETAS S.A.S.";"1811";"11/02/2011";"ACTIVA";"CR 49 61 SUR 540 BG 175";"ANTIOQUIA";"SABANETA-ANTIOQUIA";"CR 49 61 SUR 540 BG 175";"ANTIOQUIA";"SABANETA-ANTIOQUIA";"Colombia";"2510599";"3175173861";"daniel@caneloregalos.com";"143123";"";"";"Si";"03. LIMPIO"
17608;"900083311";1;1;"INVERSIONES VALLE SAN FERNANDO";"6810";"28/04/2006";"ACTIVA";"CL 31 SUR  45 A 126";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"CL 31 SUR  45 A 126";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"Colombia";"2700520";"3105004529";"nicolas202007@gmail.com";"140076";"";"";"Si";"03. LIMPIO"
17609;"900423222";1;1;"ATCG DE COLOMBIA S.A.S.";"7820";"24/03/2011";"ACTIVA";"CALLE 107 Nª 19A-15";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CALLE 107 Nª 19A-15";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7047191";"3124571671";"contabilidad2@atcgdecolombia.com";"2079548";"";"";"Si";"03. LIMPIO"
17610;"900030978";1;1;"COMPAÑIA DE MINAS PROVIDENCIA SAS";"0722";"29/06/2005";"ACTIVA";"CALLE 4 A SUR 37-67";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CALLE 4 A SUR 37-67";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3128503";"3155023400";"minpro@une.net.co";"21-347574-12";"";"";"No";""
17611;"813010144";1;1;"SUBIECON LTDA";"4773";"24/07/2002";"ACTIVA";"CARRERA 20  16  02  SUR";"HUILA";"NEIVA-HUILA";"CARRERA 20 16   02  SUR";"HUILA";"NEIVA-HUILA";"Colombia";"8732106";"3108018220";"subieconltda@gmail.com";"120462";"";"";"Si";"03. LIMPIO"
17612;"900176067";1;1;"INVERSIONES U&F & CIA. S.C.A.";"6810";"11/09/2007";"ACTIVA";"CR 1 ESTE 70 38 OF 602";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 1 ESTE 70 38 OF 602";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"3177623";"3115024364";"manuelrivera0911@hotmail.com";"1740000";"";"";"No";""
17613;"900405236";1;1;"RECUPERADORA Y NORMALIZADORA INTEGRAL DE CARTERA S.A.S";"8220";"03/01/2011";"ACTIVA";"CR 19 36 20 OF 501";"SANTANDER";"BUCARAMANGA-SANTANDER";"CR 19 36 20";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6978148";"3133956125";"gruporeincar@hotmail.com";"519748216";"";"";"Si";"03. LIMPIO"
17614;"900368750";1;1;"VARGAS GUTIERREZ CONSTRUCCIONES SAS";"4111";"06/07/2010";"ACTIVA";"CALLE 51 NUMERO 35 28 INT 100 OFIC 302";"SANTANDER";"BUCARAMANGA-SANTANDER";"CALLE 51 NUMERO 35 28 INT 100 OFIC 302";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6436272";"3213353507";"vargasgutierrezsas@gmail.com";"05-189643-16";"";"";"Si";"03. LIMPIO"
17615;"900092131";1;1;"EMPRESA ANDINA DE INGENIERIA SAS";"4220";"27/06/2006";"ACTIVA";"CRA 3 C No 20 06";"CUNDINAMARCA";"MOSQUERA-CUNDINAMARCA";"CRA 3 C No 20 06";"CUNDINAMARCA";"MOSQUERA-CUNDINAMARCA";"Colombia";"8287580";"3112607241";"administrativa@eandinasa.com";"46102";"";"";"Si";"02. CON SALVEDAD"
17616;"900369997";1;1;"CONSTRUCTORA LLANORIENTE S.A.S.";"4111";"23/06/2010";"ACTIVA";"TRANS 18 09 70";"CASANARE";"YOPAL-CASANARE";"CR 01 04 02 PARQUE K2 BODEGA 1";"CUNDINAMARCA";"CHIA-CUNDINAMARCA";"Colombia";"6358066";"3142274760";"diegogarrido45@hotmail.com";"2003391";"";"";"Si";"03. LIMPIO"
17617;"807004000";1;1;"DELEIT PRODCUTOS S.A";"1040";"22/06/1999";"ACUERDO DE REORGANIZACION";"FINCA LA SOLITA VEREDA EL PALMAR";"NORTE DE SANTANDER";"VILLA-ROSARIO-NORTE DE SANTANDER";"FINCA LA SOLITA VEREDA EL PALMAR";"NORTE DE SANTANDER";"VILLA-ROSARIO-NORTE DE SANTANDER";"Colombia";"5709664";"3156453792";"andinasa2020@gmail.com";"89057";"";"";"Si";"03. LIMPIO"
17618;"805002498";1;1;"JOSE I MALCA Y CIA S C A";"6810";"22/12/1995";"ACTIVA";"CR 7 12 34";"VALLE";"CALI-VALLE";"CR 7 12 34";"VALLE";"CALI-VALLE";"Colombia";"8854455";"3117642730";"jiusrbnd@malcacolombia.com";"428776-7";"";"";"Si";"03. LIMPIO"
17619;"900491231";1;1;"COSECHAS BEBIDAS NATURALES SAS";"4631";"11/01/2012";"ACTIVA";"CR 52 79 SUR 106";"ANTIOQUIA";"LA-ESTRELLA-ANTIOQUIA";"CR 52 79 SUR 106";"ANTIOQUIA";"LA-ESTRELLA-ANTIOQUIA";"Colombia";"4440980";"3168743613";"dircontabilidad@cosechasexpress.com";"215201";"";"";"Si";"03. LIMPIO"
17620;"900354985";1;1;"SERVICIOS AGRICOLAS JB SAS";"0161";"29/04/2010";"ACTIVA";"CL 17 10 28";"CUNDINAMARCA";"CHIA-CUNDINAMARCA";"CL 17 10 28";"CUNDINAMARCA";"CHIA-CUNDINAMARCA";"Colombia";"8633440";"3103193505";"admin@serviciosagricolasjb.com";"1986757";"";"";"Si";""
17621;"860403819";1;1;"INVERSIONES ALICANTEL S.A. ";"7010";"19/09/1983";"ACTIVA";"CLL 70A 7-41";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CLL 70A 7-41  ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"3132508";"3108147767";"cleiva@aconta.com";"200182";"";"";"Si";"03. LIMPIO"
17622;"860501746";1;1;"DISUIZA S.A";"4690";"18/05/1981";"ACTIVA";"""CR 15  No. 122 - 45 Piso 6""CR 15  No. 122 - 45 Piso 6 ""  "" ";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"CR 15 nO. 122 45 PS 6";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"Colombia";"2156466";"3153485978";"cbohorquez@disuiza.com ";"159617";"";"";"Si";"03. LIMPIO"
17623;"901188264";1;1;"INVERSIONES AMIGO MIO SAS";"6619";"06/06/2018";"ACTIVA";"CRA 31 A 25 A 07";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 31 A 25 A 07";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2444163";"3108667730";"aveadmon@hotmail.com";"2971347";"";"";"No";""
17624;"890114349";1;1;"PELAEZ & PIÑEROS S EN C. ";"6810";"31/08/1984";"ACTIVA";"CR 57 68 21 ";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CR 57 68 21 ";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3441315";"3016794888";"presidencia@pelaezhermanos.com ";"72758";"";"";"Si";"03. LIMPIO"
17625;"830511633";1;1;"CORPORACION NAVARRO Y CIA SAS";"6810";"27/12/2004";"ACTIVA";"Transversal 27 A Sur # 42B - 80";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"3027858";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"Colombia";"3027858";"3146713518";"corporacionnavarro2@gmail.com";"15267";"";"";"No";""
17626;"800015713";1;1;"INVERMONT SOCIEDAD POR ACCIONES SIMPLIFICADA";"6810";"28/09/1987";"ACTIVA";"CL 17 No 93 A  02 OF ICINA 504";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 17 No 93 A  02 OF ICINA 504";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6360866";"3182818972";"A.PLAZAS@LEMANOIREGINAHOTELS.COM";"305857";"";"";"Si";"03. LIMPIO"
17627;"900686590";1;1;"CONCRE LLANTAS SAS";"4530";"26/12/2013";"ACTIVA";"CALLE 44 # 69 38";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CALLE 44 # 69 38";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3227022";"3136951917";"fernando.delvalle@eurollantas.com.co";"21-501919-12";"";"";"Si";"03. LIMPIO"
17628;"800080730";1;1;"TSQ S.A.";"4774";"23/09/1989";"ACTIVA";"CR 15 No. 122 - 45 Piso 6 ";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"CR 15 No. 122 - 45 Piso 6 ";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"Colombia";"2154926";"3125234025";"cbohorquez@tsqsa.com ";"391939";"";"";"Si";"03. LIMPIO"
17629;"900769669";1;1;"MGV CONTRUCCIONES SAS";"6810";"02/09/2014";"ACTIVA";"CRA 31 A 25 A 07";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 31 A 25 A 07";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2444163";"3108667730";"mgv@mgvconstrucciones.com ";"2497941";"";"";"No";""
17630;"830513386";1;1;"""GLESBY COLOMBIA S.A.S "" ";"6810";"06/01/2005";"ACTIVA";"CR 15  No. 122 - 45 Piso 6 ";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"CR 15  No. 122 - 45 Piso 6 ";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"Colombia";"2156466";"3106803653";"cbohorquez@disuiza.com";"1442683";"";"";"Si";"03. LIMPIO"
17631;"900076484";1;1;"/LEONOR SIERRA DE ARANGO S.A.S";"0161";"24/02/2006";"ACTIVA";"CLL 17 No.5 - 39";"RISARALDA";"PEREIRA-RISARALDA";"CLL 17 No. 5 -39";"RISARALDA";"PEREIRA-RISARALDA";"Colombia";"3244535";"3122890870";"FRANHEL7@YAHOO.COM";"15097212";"";"";"Si";"03. LIMPIO"
17632;"890317141";1;1;"CESAR A CASTRO Y CIA SAS";"8621";"16/01/1980";"ACTIVA";"AV 5A  # 17N - 98";"VALLE";"CALI-VALLE";"AV 5A  # 17N - 98";"VALLE";"CALI-VALLE";"Colombia";"6536968";"3168342993";"coordinacionadm@cardioanestesia.com.co";"7548016";"";"";"Si";"03. LIMPIO"
17633;"900131528";1;1;"INDUSTRIA DE PINTURAS Y PARTES METALMECANICAS SAS";"2592";"17/01/2007";"ACTIVA";"CR 2 NORTE 17 97 BG 1 EJENEXOS BRR GUADUALES";"RISARALDA";"DOS-QUEBRADAS-RISARALDA";"CR 2 NORTE 17 97 BG 1 EJENEXOS BRR GUADUALES";"RISARALDA";"DOS-QUEBRADAS-RISARALDA";"Colombia";"3397000";"3146197761";"gerencia@pintupartes.com";"29403";"";"";"Si";"03. LIMPIO"
17634;"860036542";1;1;"INVERSIONES KALIL Y CIA  S EN C  ";"6810";"10/09/1997";"ACTIVA";"CALLE 30A 6 22 OF 503";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CALLE 30A 6 22 OF 503";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"3232979";"3132225323";"asistcon@live.com";"50472";"";"";"Si";"03. LIMPIO"
17635;"900336868";1;1;"VELASQUEZ DIGITAL S .A.S";"1811";"20/01/2010";"ACTIVA";"CL 28 NORTE # 2 B - 56";"VALLE";"CALI-VALLE";"CL 28 NORTE # 2 B -56";"VALLE";"CALI-VALLE";"Colombia";"4850050";"3104907493";"contabilidad@velasquezdigital.com";"782782-16";"";"";"Si";"03. LIMPIO"
17636;"807004440";1;1;"JAIMES LAZARO HERMANOS CIA LTDA";"4773";"20/01/2000";"ACTIVA";"CLL 15 0E 18 CAOBOS ";"NORTE DE SANTANDER";"CUCUTA-NORTE DE SANTANDER";"CLL 15 0E 18 CAOBOS ";"NORTE DE SANTANDER";"CUCUTA-NORTE DE SANTANDER";"Colombia";"5754000";"3158621907";"gerencia@drogueriasguasimales.com";"92109";"";"";"Si";"03. LIMPIO"
